seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,1,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,1,RF,0,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SS,FT,96,3204.23,127.18,0.42,3.743,3.47,1.51,2.463,50,5.278,-10.113,-140.398,-1.795,24.706,35.791,-13.435,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,1,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,1,RF,0,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SS,FT,97.3,2832.31,120.068,-0.011,3.93,3.47,1.51,2.646,50,5.319,-11.719,-142.232,-0.601,24.031,37.54,-18.262,K,,,,,Torii Hunter strikes out swinging.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,1,1B,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SL,FA,89.6,2891.92,130.257,-0.785,1.719,3.41,1.57,2.475,50,5.194,-12.232,-130.748,-5.901,19.89,32.628,-15.332,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,1,1B,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SL,FT,93.9,3106.59,126.352,-0.474,2.705,3.41,1.6,2.477,50,5.237,-12.339,-137.121,-4.075,23.648,34.011,-14.77,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,1,1B,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,B,CH,87.1,3076.86,113.564,0.904,0.9,3.32,1.48,2.604,50,4.963,-9.203,-127.279,-5.815,24.743,31.722,-21.383,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,1,1B,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SL,CH,86.6,2727.47,112.815,0.866,1.627,3.29,1.48,2.658,50,4.96,-8.866,-126.59,-3.621,21.937,31.153,-22.946,K,,,,,Trevor Plouffe called out on strikes.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,500871,Eduardo Escobar,R,519242,Chris Sale,L,452095,Tyler Flowers,1,3B,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SL,FA,89.4,2781.87,126.723,-0.486,2.387,3.21,1.31,2.613,50,5.061,-11.871,-130.55,-3.527,20.065,29.051,-17.206,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,500871,Eduardo Escobar,R,519242,Chris Sale,L,452095,Tyler Flowers,1,3B,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SS,FT,90.9,2692.16,111.639,0.576,2.584,3.17,1.4,2.638,50,5.16,-9.773,-132.901,-2.29,22.924,32.387,-23.08,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,500871,Eduardo Escobar,R,519242,Chris Sale,L,452095,Tyler Flowers,1,3B,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,IP,CH,86.1,2971.63,111.382,1.536,2.079,3.17,1.4,2.867,50,4.937,-8.141,-126.025,-2.528,24.037,25.99,-22.763,IP_OUT,,GB,30.44,113.45,Eduardo Escobar grounds out to first baseman Jose Abreu.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SL,FT,95.4,2902.96,112.841,-0.192,2.11,3.31,1.57,2.555,50,5.149,-12.235,-139.36,-4.514,25.699,29.483,-21.35,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,0,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,B,FT,91.9,2608.72,111.964,1.225,2.319,3.48,1.6,2.761,50,5.071,-8.3,-134.447,-2.95,22.421,28.944,-23.132,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FT,FF,95.5,2818.83,141.299,0.009,2.803,3.33,1.5,2.546,50,5.264,-10.059,-139.675,-4.759,16.969,34.051,-10.995,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,B,FT,97.8,2530.14,120.173,-0.174,3.351,3.37,1.56,2.474,50,5.343,-11.269,-142.939,-2.082,21.551,37.668,-19.645,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,B,FA,88.6,2799.57,98.69,1.68,0.489,3.41,1.57,2.962,50,4.715,-8.115,-129.58,-5.221,24.718,28.614,-28.396,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,F,FT,97.6,2715.01,125.645,-0.417,3.314,3.33,1.5,2.434,50,5.357,-11.884,-142.588,-2.807,21.685,32.062,-16.624,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,F,FT,95.6,2625.9,101.006,0.777,1.888,3.33,1.5,2.667,50,4.993,-9.71,-139.787,-3.549,24.836,34.992,-27.344,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,2,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,1,C,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,IP,FT,96.3,2573.31,117.185,0.783,3.213,3.33,1.5,2.619,50,5.154,-9.102,-140.929,-1.657,22.236,33.046,-20.754,IP_OUT,,LD,1.78,348.97,Kurt Suzuki lines out to center fielder Adam Eaton.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,456488,Eduardo Nunez,R,519242,Chris Sale,L,452095,Tyler Flowers,1,LF,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,SL,FT,91,2706.07,112.843,-0.7,2.101,3.38,1.54,2.527,50,5.141,-12.78,-132.772,-3.573,22.823,33.184,-22.56,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,456488,Eduardo Nunez,R,519242,Chris Sale,L,452095,Tyler Flowers,1,LF,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,F,FT,93.7,3052.08,132.132,-0.543,2.507,3.45,1.61,2.479,50,5.249,-12.078,-136.773,-4.946,21.339,35.284,-12.872,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,456488,Eduardo Nunez,R,519242,Chris Sale,L,452095,Tyler Flowers,1,LF,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,IP,SL,81,497.232,306.242,0.62,2.568,3.45,1.61,2.867,50,5.449,-4.542,-118.694,0.683,-3.281,24.7,-34.579,D,,LD,-5.92,307.9,Eduardo Nunez doubles (1) on a line drive to center fielder Adam Eaton.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,453203,Shane Robinson,R,519242,Chris Sale,L,452095,Tyler Flowers,1,CF,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,FT,FT,95.7,2682.53,116.157,1.11,3.072,3.3,1.38,2.699,50,5.26,-8.599,-140.094,-2.289,23.251,32.43,-20.755,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,453203,Shane Robinson,R,519242,Chris Sale,L,452095,Tyler Flowers,1,CF,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,B,FA,89.5,2501.49,102.542,-1.137,1.238,3.28,1.44,2.454,50,4.877,-13.452,-130.575,-3.885,21.977,35.965,-27.285,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,453203,Shane Robinson,R,519242,Chris Sale,L,452095,Tyler Flowers,1,CF,1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,IP,FT,97,3148.32,121.522,0.403,2.553,3.25,1.32,2.577,50,5.114,-10.766,-141.799,-4.253,26.231,35.404,-16.086,IP_OUT,,PU,56.17,117.1,Shane Robinson pops out to second baseman Micah Johnson in foul territory.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,542454,Danny Santana,R,519242,Chris Sale,L,452095,Tyler Flowers,2,SS,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,B,FT,96.3,2932.58,130.226,-0.85,4.22,3.51,1.54,2.493,50,5.369,-13.143,-140.585,-0.653,21.697,37.724,-13.822,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,542454,Danny Santana,R,519242,Chris Sale,L,452095,Tyler Flowers,2,SS,1,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,SS,CH,85.3,2895.53,108.416,-0.308,1.808,3.33,1.46,2.715,50,5.059,-12.213,-124.538,-2.97,23.583,28.373,-24.322,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,542454,Danny Santana,R,519242,Chris Sale,L,452095,Tyler Flowers,2,SS,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,IP,FT,96.3,2842.34,115.393,0.341,1.916,3.33,1.46,2.551,50,4.972,-10.602,-140.776,-4.663,24.916,41.698,-20.347,D,1,LD,41.39,298.61,Danny Santana doubles (1) on a line drive to right fielder Avisail Garcia. Eduardo Nunez scores.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,572821,Brian Dozier,R,519242,Chris Sale,L,452095,Tyler Flowers,2,2B,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,SL,CH,85.8,2679.52,111.184,0.519,2.411,3.02,1.34,2.866,50,4.883,-10.159,-125.454,-1.2,21.605,31.4,-23.801,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,572821,Brian Dozier,R,519242,Chris Sale,L,452095,Tyler Flowers,2,2B,0,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,SS,CH,85.7,2592.55,113.274,0.05,2.252,2.93,1.25,2.715,50,4.918,-10.715,-125.226,-1.718,20.557,32.885,-23.332,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,572821,Brian Dozier,R,519242,Chris Sale,L,452095,Tyler Flowers,2,2B,0,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,B,FT,97.5,3039.55,119.847,-0.797,1.743,3.08,1.37,2.569,50,5.088,-14.022,-142.228,-6.226,25.846,37.282,-17.344,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,572821,Brian Dozier,R,519242,Chris Sale,L,452095,Tyler Flowers,2,2B,1,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,F,CH,85.7,2624.88,106.419,-0.033,0.996,2.93,1.25,2.77,50,4.816,-11.31,-125.105,-4.166,21.712,27.228,-25.776,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,572821,Brian Dozier,R,519242,Chris Sale,L,452095,Tyler Flowers,2,2B,1,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,SS,FT,96.4,2485.83,122.537,0.178,3.945,2.93,1.25,2.49,50,5.187,-10.084,-141.002,0.017,20.368,35.034,-19.18,K,,,,,Brian Dozier strikes out swinging.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,408045,Joe Mauer,L,519242,Chris Sale,L,452095,Tyler Flowers,2,DH,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,B,FT,92.9,2269.42,106.398,1.906,2.081,3.69,1.66,3.032,50,5.028,-6.827,-136.121,-3.055,20.427,29.597,-26.163,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,408045,Joe Mauer,L,519242,Chris Sale,L,452095,Tyler Flowers,2,DH,1,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,SS,FT,97.5,2478.96,119.659,-0.207,2.963,3.42,1.66,2.668,50,5.248,-11.842,-142.506,-2.836,21.16,33.866,-20.125,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,408045,Joe Mauer,L,519242,Chris Sale,L,452095,Tyler Flowers,2,DH,1,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,B,SL,80.2,1092.54,288.491,-1.203,1.962,3.56,1.66,2.748,50,5.278,-7.279,-117.447,-0.045,-8.388,25.548,-34.979,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,408045,Joe Mauer,L,519242,Chris Sale,L,452095,Tyler Flowers,2,DH,2,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,SL,SL,81.2,404.647,301.83,-0.439,1.568,3.63,1.66,2.853,50,5.28,-7.149,-118.832,-1.529,-2.816,21.177,-33.922,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,408045,Joe Mauer,L,519242,Chris Sale,L,452095,Tyler Flowers,2,DH,2,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,B,FT,97.4,3161.43,116.81,-1.033,2.774,3.66,1.66,2.45,50,5.059,-14.679,-142.049,-3.135,27.627,34.49,-18.213,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,3,T,408045,Joe Mauer,L,519242,Chris Sale,L,452095,Tyler Flowers,2,DH,3,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,SL,FT,95.6,2982.01,128.966,0.847,1.881,3.65,1.66,2.821,50,4.844,-9.488,-139.798,-5.572,22.342,34.902,-14.104,K,,,,,Joe Mauer called out on strikes.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,2,RF,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FT,CH,84,2053.59,106.433,1.137,2.268,3.47,1.51,2.838,50,4.981,-7.572,-122.996,-1.032,16.699,21.849,-27.249,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,2,RF,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,F,FT,95.6,3118.36,123.398,0.666,1.383,3.47,1.51,2.595,50,5.1,-9.863,-139.681,-7.435,25.066,30.29,-15.648,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,2,RF,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,F,FT,95.9,2138.58,125.839,0.243,3.392,3.47,1.51,2.617,50,5.176,-9.592,-140.393,-1.293,16.777,34.658,-20.057,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,2,RF,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,B,FT,96.9,2629.93,115.631,-0.473,3.653,3.58,1.51,2.632,50,5.29,-12.803,-141.557,-0.781,23.136,34.344,-21.074,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,116338,Torii Hunter,R,519242,Chris Sale,L,452095,Tyler Flowers,2,RF,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,IP,SL,81.4,268.426,242.529,0.445,1.809,3.47,1.51,2.788,50,5.298,-5.075,-119.274,-1.531,-1.958,25.291,-31.156,IP_OUT,,GB,-12.88,117.79,"Torii Hunter grounds out, shortstop Alexei Ramirez to first baseman Jose Abreu."
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,2,1B,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,SL,SL,78.5,1001.67,289.704,0.081,1.45,3.28,1.48,2.944,50,5.3,-4.797,-114.999,-0.952,-7.475,24.6,-34.851,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,2,1B,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,SS,CH,85.6,2286.83,102.819,0.883,2.025,3.29,1.48,2.752,50,4.919,-8.511,-125.245,-1.453,19.25,29.011,-27.794,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,461858,Trevor Plouffe,R,519242,Chris Sale,L,452095,Tyler Flowers,2,1B,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,SS,FT,96.7,3170.72,116.687,0.743,3.809,3.29,1.48,2.654,50,5.25,-10.279,-141.515,-0.681,27.634,39.268,-18.284,K,,,,,Trevor Plouffe strikes out swinging.
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,4,T,500871,Eduardo Escobar,R,519242,Chris Sale,L,452095,Tyler Flowers,2,3B,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,IP,CH,85.5,2919.17,97.985,1.041,2.889,3.17,1.4,2.62,50,5.063,-8.952,-125.046,0.513,24.917,28.878,-28.679,IP_OUT,,GB,-14,119.81,"Eduardo Escobar grounds out, shortstop Alexei Ramirez to first baseman Jose Abreu."
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,5,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,2,C,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,SL,FT,91.5,1998.94,128.987,-0.659,2.035,3.36,1.5,2.465,50,5.135,-10.941,-133.737,-4.242,14.323,31.215,-20.581,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,5,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,2,C,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,B,CH,83.4,2339.56,112.172,0.084,0.193,3.46,1.71,2.657,50,4.983,-9.953,-121.811,-6.252,18.191,27.738,-24.761,,,,,,
2015,gid_2015_04_12_minmlb_chamlb_1,4/12/2015 14:10,REG,MIN,CWS,2,6,5,T,435559,Kurt Suzuki,R,519242,Chris Sale,L,452095,Tyler Flowers,2,C,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,F,CH,85.8,2617.03,107.767,0.132,1.482,3.33,1.5,2.715,50,4.944,-10.739,-125.267,-3.438,21.519,25.77,-25.279,,,,,,
